EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1865341,26,No,Travel_Rarely,Maternity,23,3,Life Sciences,1,Female,1,Other,Divorced,2886,1,Y,No,22,80,2,3,3,3,2,0,2
1051420,30,No,Non-Travel,Maternity,3,3,Life Sciences,1,Male,1,Nurse,Married,2097,4,Y,No,15,80,1,9,3,5,3,1,4
1589813,29,No,Travel_Rarely,Maternity,3,4,Medical,1,Male,3,Administrative,Married,11935,1,Y,No,18,80,0,10,2,10,2,0,7
1297138,29,Yes,Travel_Rarely,Maternity,25,5,Technical Degree,1,Female,1,Other,Married,2546,5,Y,No,16,80,0,6,2,2,2,1,1
1191505,19,Yes,Travel_Rarely,Neurology,2,2,Technical Degree,1,Male,1,Other,Single,2564,1,Y,No,12,80,0,1,3,1,0,0,0
1708021,30,No,Non-Travel,Cardiology,22,4,Other,1,Female,3,Nurse,Married,8412,0,Y,No,11,80,0,10,3,9,8,7,8
1353649,57,No,Travel_Rarely,Cardiology,29,3,Marketing,1,Male,4,Administrative,Divorced,14118,3,Y,No,12,80,1,32,3,1,0,0,0
1669573,50,No,Travel_Rarely,Neurology,29,4,Life Sciences,1,Male,4,Other,Married,17046,0,Y,No,15,80,1,28,2,27,10,15,7
1613984,30,No,Non-Travel,Maternity,2,3,Medical,1,Female,1,Nurse,Single,2564,0,Y,No,14,80,0,12,2,11,7,6,7
1269877,60,No,Travel_Frequently,Cardiology,28,3,Marketing,1,Female,3,Nurse,Married,10266,4,Y,No,19,80,0,22,5,18,13,13,11
1593662,47,No,Travel_Rarely,Neurology,2,2,Medical,1,Female,2,Therapist,Divorced,5070,5,Y,No,13,80,3,20,2,5,0,0,4
1580340,46,No,Travel_Rarely,Maternity,2,3,Life Sciences,1,Male,4,Administrative,Married,17861,6,Y,No,13,80,0,26,2,3,2,0,1
1354096,35,No,Travel_Rarely,Maternity,22,3,Life Sciences,1,Male,1,Nurse,Single,4230,0,Y,No,15,80,0,6,2,5,4,4,3
1667303,54,No,Travel_Rarely,Maternity,8,4,Life Sciences,1,Female,2,Nurse,Single,3780,7,Y,No,11,80,0,19,3,1,0,0,0
1095688,34,No,Travel_Rarely,Maternity,2,4,Life Sciences,1,Male,1,Other,Divorced,2768,3,Y,No,12,80,1,14,3,7,3,5,7
1725110,31,No,Travel_Rarely,Maternity,9,1,Life Sciences,1,Male,3,Therapist,Divorced,10648,1,Y,No,25,80,1,13,6,13,8,0,8
1563027,33,Yes,Travel_Rarely,Neurology,15,1,Medical,1,Male,3,Other,Married,13610,7,Y,Yes,12,80,0,15,2,7,6,7,7
1173414,33,No,Travel_Rarely,Maternity,10,1,Medical,1,Male,1,Nurse,Divorced,3408,7,Y,No,13,80,3,8,2,4,3,1,3
1188476,30,No,Travel_Rarely,Cardiology,7,1,Marketing,1,Male,1,Other,Single,2983,0,Y,No,14,80,0,4,3,3,2,1,2
1204541,35,No,Travel_Rarely,Maternity,16,3,Life Sciences,1,Male,3,Nurse,Married,7632,4,Y,Yes,12,80,0,10,2,8,7,0,0
1736866,31,Yes,Travel_Frequently,Maternity,20,3,Life Sciences,1,Male,3,Nurse,Married,9824,3,Y,No,12,80,0,12,2,1,0,0,0
1776529,34,Yes,Travel_Frequently,Neurology,23,3,Human Resources,1,Female,3,Other,Divorced,9950,9,Y,Yes,15,80,3,11,2,3,2,0,2
1489398,42,No,Travel_Frequently,Maternity,5,2,Other,1,Male,1,Nurse,Married,2093,4,Y,No,17,80,1,8,4,2,2,2,0
1673608,36,No,Non-Travel,Cardiology,10,4,Medical,1,Male,3,Nurse,Single,9980,1,Y,No,14,80,0,10,3,10,3,9,7
1107497,22,No,Travel_Frequently,Maternity,4,1,Technical Degree,1,Male,1,Nurse,Single,3894,5,Y,No,16,80,0,4,3,2,2,1,2
1096432,48,No,Travel_Rarely,Cardiology,2,5,Marketing,1,Female,2,Nurse,Married,4051,2,Y,No,14,80,1,14,2,9,7,6,7
1045162,55,No,Travel_Rarely,Cardiology,18,5,Life Sciences,1,Female,4,Administrative,Single,16835,3,Y,No,23,80,0,37,2,10,9,7,7
1756239,41,No,Non-Travel,Cardiology,10,2,Life Sciences,1,Male,2,Nurse,Single,6230,7,Y,No,14,80,0,16,3,14,3,1,10
1372229,35,No,Travel_Rarely,Cardiology,1,3,Marketing,1,Male,2,Nurse,Married,4717,9,Y,No,11,80,0,15,2,11,9,6,9
1413753,40,No,Travel_Rarely,Neurology,6,3,Life Sciences,1,Female,4,Therapist,Single,13237,7,Y,No,15,80,0,22,3,20,6,5,13
1394294,39,No,Travel_Frequently,Maternity,8,1,Life Sciences,1,Female,1,Nurse,Married,3755,1,Y,No,11,80,1,8,3,8,3,0,7
1233772,31,No,Travel_Rarely,Cardiology,2,1,Life Sciences,1,Male,2,Nurse,Single,6582,4,Y,Yes,13,80,0,10,2,6,5,0,5
1882668,42,No,Travel_Rarely,Maternity,24,3,Medical,1,Male,3,Therapist,Married,7406,1,Y,Yes,21,80,1,10,5,10,9,5,8
1218847,45,No,Travel_Rarely,Cardiology,2,3,Other,1,Male,2,Nurse,Married,4805,0,Y,No,19,80,1,9,3,8,7,3,7
1636995,26,Yes,Travel_Frequently,Neurology,17,4,Life Sciences,1,Female,1,Other,Divorced,2741,0,Y,Yes,11,80,1,8,2,7,7,1,0
1780761,29,No,Travel_Rarely,Maternity,19,3,Technical Degree,1,Male,2,Therapist,Divorced,4262,4,Y,No,12,80,2,8,2,3,2,1,2
1375351,33,No,Travel_Rarely,Maternity,1,5,Medical,1,Female,4,Administrative,Divorced,16184,4,Y,No,19,80,1,10,2,6,1,0,5
1670281,31,No,Travel_Rarely,Cardiology,7,3,Life Sciences,1,Male,3,Administrative,Divorced,11557,9,Y,No,21,80,1,10,3,5,4,0,1
1138891,18,Yes,Travel_Frequently,Cardiology,5,3,Marketing,1,Male,1,Other,Single,1878,1,Y,Yes,14,80,0,0,3,0,0,0,0
1755403,40,No,Non-Travel,Cardiology,28,3,Other,1,Male,3,Nurse,Divorced,10932,3,Y,No,15,80,1,20,2,1,0,0,1
1566630,41,No,Non-Travel,Maternity,2,4,Other,1,Female,2,Nurse,Single,6811,2,Y,Yes,17,80,0,10,3,8,7,0,7
1777635,26,No,Travel_Rarely,Cardiology,29,2,Medical,1,Male,2,Nurse,Divorced,4306,5,Y,No,12,80,2,8,5,0,0,0,0
1427912,35,No,Travel_Rarely,Cardiology,1,3,Medical,1,Female,2,Nurse,Single,4859,1,Y,No,16,80,0,5,3,5,4,0,3
1884554,34,No,Travel_Rarely,Cardiology,21,4,Life Sciences,1,Male,2,Nurse,Single,5337,1,Y,No,12,80,0,10,3,10,7,5,7
1335605,26,Yes,Travel_Rarely,Maternity,24,3,Technical Degree,1,Male,1,Nurse,Single,2340,1,Y,Yes,18,80,0,1,3,1,0,0,0
1361476,37,No,Travel_Rarely,Neurology,1,3,Technical Degree,1,Female,3,Therapist,Single,7491,4,Y,No,17,80,0,12,3,6,5,1,2
1057253,46,No,Travel_Frequently,Maternity,18,1,Medical,1,Female,3,Nurse,Married,10527,5,Y,No,11,80,0,28,3,2,2,1,2
1617735,41,No,Travel_Rarely,Cardiology,2,5,Life Sciences,1,Female,4,Administrative,Married,16595,7,Y,No,16,80,1,22,2,18,16,11,8
1037353,37,No,Non-Travel,Cardiology,9,4,Medical,1,Male,3,Nurse,Divorced,8834,1,Y,No,13,80,1,9,6,9,5,7,7
1455020,52,No,Travel_Rarely,Maternity,6,2,Technical Degree,1,Male,2,Other,Divorced,5577,3,Y,Yes,12,80,2,18,3,10,9,6,9
1689256,32,No,Non-Travel,Cardiology,11,4,Other,1,Male,2,Nurse,Married,4707,8,Y,No,12,80,0,6,2,4,2,1,2
1793245,24,No,Travel_Frequently,Cardiology,24,3,Medical,1,Male,1,Other,Married,2400,0,Y,No,13,80,2,3,3,2,2,2,1
1267131,38,No,Travel_Rarely,Maternity,10,3,Medical,1,Female,2,Nurse,Married,9824,3,Y,No,19,80,1,18,4,1,0,0,0
1105684,37,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Female,2,Therapist,Married,6447,6,Y,No,12,80,1,8,2,6,5,4,3
1206385,49,No,Travel_Rarely,Maternity,18,4,Life Sciences,1,Male,5,Administrative,Divorced,19502,1,Y,Yes,17,80,1,31,5,31,9,0,9
1487282,24,No,Travel_Rarely,Maternity,23,3,Medical,1,Male,1,Other,Married,2725,1,Y,Yes,11,80,2,6,3,6,5,1,4
1295289,26,No,Travel_Rarely,Cardiology,28,2,Marketing,1,Male,2,Nurse,Married,6272,1,Y,No,20,80,2,6,5,5,3,1,4
1875209,24,No,Travel_Rarely,Maternity,17,2,Other,1,Male,1,Nurse,Married,2127,1,Y,No,21,80,1,1,2,1,0,0,0
1079394,50,No,Travel_Frequently,Neurology,3,3,Medical,1,Male,5,Administrative,Married,18200,1,Y,No,11,80,1,32,2,32,5,10,7
1353559,25,No,Travel_Rarely,Cardiology,13,1,Medical,1,Male,1,Other,Married,2096,1,Y,No,11,80,0,7,1,7,4,0,6
1119549,24,Yes,Travel_Frequently,Maternity,7,3,Life Sciences,1,Female,1,Nurse,Married,2886,1,Y,Yes,16,80,1,6,4,6,3,1,2
1209208,30,Yes,Travel_Frequently,Cardiology,12,4,Life Sciences,1,Male,1,Other,Married,2033,1,Y,No,18,80,1,1,2,1,0,0,0
1228187,34,No,Travel_Rarely,Maternity,1,2,Life Sciences,1,Male,1,Other,Married,3622,1,Y,Yes,13,80,1,6,3,6,5,1,3
1090528,31,No,Travel_Rarely,Cardiology,13,4,Medical,1,Male,2,Nurse,Divorced,4233,2,Y,No,17,80,0,9,2,3,1,1,2
1665575,35,No,Travel_Rarely,Maternity,25,2,Other,1,Male,2,Nurse,Single,3681,4,Y,No,14,80,0,9,3,3,2,0,2
1761086,31,No,Travel_Rarely,Cardiology,6,4,Medical,1,Male,2,Nurse,Divorced,5460,4,Y,No,22,80,2,13,4,7,7,5,7
1591129,27,No,Travel_Rarely,Maternity,6,4,Medical,1,Female,1,Other,Divorced,2187,0,Y,No,12,80,2,6,5,5,3,0,3
1518444,37,No,Travel_Rarely,Cardiology,2,3,Marketing,1,Male,2,Nurse,Married,9602,4,Y,Yes,11,80,1,17,3,3,0,1,0
1814200,42,No,Travel_Rarely,Maternity,2,4,Life Sciences,1,Female,2,Nurse,Married,4089,1,Y,No,13,80,2,10,4,10,2,2,2
1669153,43,No,Travel_Rarely,Maternity,6,4,Other,1,Male,4,Administrative,Divorced,16627,4,Y,Yes,14,80,1,21,3,1,0,0,0
1668455,38,No,Travel_Rarely,Maternity,1,1,Life Sciences,1,Female,1,Other,Single,2619,3,Y,No,17,80,0,8,3,0,0,0,0
1251852,43,No,Travel_Frequently,Maternity,9,5,Medical,1,Male,2,Nurse,Divorced,5679,3,Y,Yes,13,80,1,10,3,8,7,4,7
1589946,48,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Female,4,Other,Married,15402,7,Y,No,11,80,1,21,3,3,2,0,2
1580530,44,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Female,2,Other,Single,5985,4,Y,No,11,80,0,10,1,2,2,0,2
1718961,34,No,Travel_Rarely,Cardiology,14,3,Technical Degree,1,Female,1,Other,Divorced,2579,1,Y,Yes,18,80,2,8,3,8,2,0,6
1792606,27,No,Travel_Rarely,Cardiology,2,1,Marketing,1,Male,1,Other,Divorced,3041,0,Y,No,11,80,1,5,3,4,3,0,2
1147261,21,No,Travel_Rarely,Cardiology,22,1,Technical Degree,1,Male,1,Other,Single,3447,1,Y,No,11,80,0,3,2,3,2,1,2
1434704,44,No,Travel_Rarely,Neurology,3,4,Other,1,Male,5,Other,Married,19513,4,Y,Yes,12,80,1,26,2,2,2,0,1
1794793,22,No,Travel_Rarely,Maternity,6,1,Medical,1,Male,1,Other,Married,2773,0,Y,No,20,80,0,3,3,2,2,2,2
1034561,33,No,Travel_Rarely,Cardiology,8,4,Marketing,1,Male,2,Nurse,Divorced,7104,0,Y,No,12,80,0,6,3,5,0,1,2
1745732,32,No,Travel_Rarely,Maternity,9,4,Life Sciences,1,Female,2,Other,Married,6322,1,Y,Yes,12,80,1,6,2,6,4,0,5
1477313,30,No,Travel_Frequently,Maternity,3,3,Medical,1,Female,1,Other,Divorced,2083,1,Y,No,20,80,1,1,2,1,0,0,0
1624205,53,No,Travel_Rarely,Cardiology,1,1,Medical,1,Female,2,Nurse,Single,8381,7,Y,No,20,80,0,18,2,14,7,8,10
1641585,34,No,Travel_Rarely,Maternity,1,5,Life Sciences,1,Male,1,Other,Married,2691,1,Y,No,12,80,1,10,4,10,9,8,8
1080875,45,Yes,Travel_Frequently,Cardiology,26,4,Life Sciences,1,Female,2,Nurse,Married,4286,2,Y,No,14,80,2,5,4,1,1,0,0
1551597,26,No,Travel_Rarely,Maternity,6,3,Life Sciences,1,Female,1,Nurse,Married,2659,1,Y,Yes,13,80,1,3,2,3,2,0,2
1498477,37,No,Travel_Rarely,Neurology,3,3,Other,1,Male,3,Therapist,Married,9434,1,Y,No,15,80,1,10,2,10,7,7,8
1507332,29,No,Travel_Rarely,Cardiology,3,2,Medical,1,Female,2,Nurse,Married,5561,1,Y,No,14,80,1,6,5,6,0,1,2
1398672,35,No,Travel_Rarely,Maternity,6,4,Life Sciences,1,Male,2,Other,Single,6646,1,Y,No,13,80,0,17,3,17,11,11,8
1179356,33,No,Travel_Frequently,Maternity,6,3,Life Sciences,1,Male,2,Nurse,Divorced,7725,3,Y,No,23,80,1,15,2,13,11,4,7
1414067,54,No,Travel_Rarely,Neurology,19,4,Medical,1,Male,3,Other,Married,10725,2,Y,No,15,80,1,16,1,9,7,7,1
1285109,36,No,Travel_Rarely,Maternity,9,2,Medical,1,Male,2,Therapist,Divorced,8847,2,Y,Yes,11,80,1,13,2,3,2,0,2
1699009,27,No,Travel_Rarely,Maternity,3,4,Medical,1,Male,1,Other,Single,2045,0,Y,No,13,80,0,5,0,4,2,1,1
1547538,20,Yes,Travel_Rarely,Maternity,10,1,Medical,1,Male,1,Other,Single,1009,1,Y,Yes,11,80,0,1,5,1,0,1,1
1712154,33,Yes,Travel_Frequently,Maternity,3,3,Life Sciences,1,Male,1,Other,Single,3348,1,Y,Yes,11,80,0,10,3,10,8,9,7
1715015,35,No,Non-Travel,Maternity,3,3,Life Sciences,1,Male,1,Nurse,Married,1281,1,Y,No,18,80,2,1,3,1,0,0,0
1344006,23,No,Travel_Rarely,Maternity,4,3,Medical,1,Male,1,Other,Married,2819,2,Y,No,16,80,1,5,3,3,2,0,2
1136352,25,No,Travel_Rarely,Cardiology,8,3,Life Sciences,1,Male,2,Nurse,Married,4851,0,Y,No,22,80,1,4,4,3,2,1,2
1767421,38,No,Travel_Rarely,Cardiology,7,4,Marketing,1,Female,2,Nurse,Single,4028,0,Y,No,20,80,0,8,2,7,7,0,5
1196090,29,No,Travel_Frequently,Maternity,1,4,Life Sciences,1,Male,1,Other,Divorced,2720,1,Y,No,18,80,1,10,5,10,7,2,8
1202761,48,No,Travel_Rarely,Cardiology,2,1,Marketing,1,Male,2,Nurse,Married,8120,3,Y,No,12,80,0,12,3,2,2,2,2
1288214,27,No,Travel_Frequently,Cardiology,3,1,Medical,1,Female,2,Nurse,Divorced,4647,1,Y,Yes,20,80,2,6,3,6,5,0,4
1510616,37,No,Travel_Rarely,Maternity,10,2,Life Sciences,1,Male,1,Other,Single,4680,3,Y,No,17,80,0,4,2,1,0,0,0
1824855,50,No,Travel_Rarely,Maternity,28,1,Medical,1,Male,1,Nurse,Married,3221,1,Y,Yes,11,80,3,20,3,20,8,3,8
1700617,34,No,Travel_Rarely,Maternity,9,3,Medical,1,Female,3,Nurse,Single,8621,1,Y,No,14,80,0,9,3,8,7,7,7
1589131,24,No,Travel_Rarely,Cardiology,3,2,Life Sciences,1,Female,2,Nurse,Single,4577,9,Y,No,14,80,0,4,3,2,2,2,0
1634766,39,No,Travel_Rarely,Maternity,2,4,Technical Degree,1,Female,2,Nurse,Single,4553,1,Y,No,11,80,0,20,4,20,7,11,10
1248364,32,No,Travel_Rarely,Cardiology,10,3,Marketing,1,Male,2,Nurse,Single,5396,1,Y,No,12,80,0,10,2,10,7,0,8
1844102,50,No,Travel_Frequently,Cardiology,8,2,Technical Degree,1,Male,2,Nurse,Married,6796,3,Y,Yes,14,80,1,18,4,4,3,1,3
1180968,38,No,Travel_Rarely,Maternity,1,4,Life Sciences,1,Female,2,Nurse,Single,7625,0,Y,No,13,80,0,10,4,9,7,1,8
1705991,27,No,Travel_Rarely,Neurology,1,2,Life Sciences,1,Female,3,Therapist,Married,7412,1,Y,No,11,80,0,9,3,9,7,0,7
1533978,32,No,Travel_Rarely,Maternity,3,2,Life Sciences,1,Female,3,Administrative,Single,11159,3,Y,No,15,80,0,10,6,7,7,7,7
1838364,47,No,Travel_Rarely,Cardiology,14,4,Marketing,1,Male,2,Nurse,Single,4960,2,Y,No,12,80,0,20,2,7,7,1,7
1886378,40,No,Travel_Frequently,Cardiology,5,4,Life Sciences,1,Male,3,Nurse,Married,10475,5,Y,Yes,21,80,1,20,2,18,13,1,12
1217160,53,No,Travel_Rarely,Maternity,7,3,Life Sciences,1,Male,4,Administrative,Married,14814,3,Y,No,19,80,0,32,3,5,1,1,3
1494989,41,No,Travel_Rarely,Neurology,10,4,Human Resources,1,Male,5,Administrative,Divorced,19141,3,Y,No,15,80,3,23,2,21,6,12,6
1180556,60,No,Travel_Rarely,Cardiology,16,4,Marketing,1,Male,2,Nurse,Single,5405,8,Y,No,14,80,0,10,1,2,2,2,2
1271756,27,No,Travel_Frequently,Maternity,10,2,Life Sciences,1,Male,3,Therapist,Divorced,8793,1,Y,No,21,80,2,9,4,9,7,1,7
1786662,41,No,Travel_Rarely,Neurology,1,3,Human Resources,1,Male,5,Administrative,Married,19189,1,Y,No,12,80,1,22,3,22,7,2,10
1713058,50,No,Travel_Rarely,Cardiology,8,4,Marketing,1,Male,1,Other,Married,3875,7,Y,No,15,80,1,4,2,2,2,2,2
1879624,28,Yes,Travel_Rarely,Maternity,1,2,Life Sciences,1,Female,1,Other,Single,2216,7,Y,Yes,13,80,0,10,4,7,7,3,7
1530315,36,No,Non-Travel,Maternity,8,3,Life Sciences,1,Female,3,Administrative,Married,11713,9,Y,No,14,80,1,10,2,8,7,0,5
1589247,38,No,Travel_Rarely,Neurology,1,3,Life Sciences,1,Female,3,Therapist,Single,7861,4,Y,Yes,14,80,0,10,4,1,0,0,0
1347933,44,No,Non-Travel,Maternity,24,3,Medical,1,Male,1,Nurse,Single,3708,2,Y,No,14,80,0,9,5,5,2,1,4
1031434,47,No,Travel_Frequently,Cardiology,3,3,Medical,1,Female,4,Nurse,Divorced,13770,9,Y,Yes,12,80,2,28,2,22,2,11,13
1699255,30,No,Travel_Rarely,Cardiology,27,5,Marketing,1,Male,2,Nurse,Divorced,5304,7,Y,No,23,80,1,10,2,8,7,7,7
1670081,29,No,Travel_Rarely,Cardiology,10,3,Life Sciences,1,Male,1,Other,Single,2642,1,Y,No,11,80,0,1,6,1,0,0,0
1542367,42,Yes,Travel_Frequently,Maternity,19,3,Medical,1,Male,1,Other,Divorced,2759,6,Y,Yes,12,80,0,7,2,2,2,2,2
1259211,43,No,Travel_Frequently,Cardiology,15,3,Life Sciences,1,Male,2,Nurse,Married,6804,3,Y,No,18,80,1,7,5,2,2,2,2
1758544,34,No,Travel_Rarely,Maternity,8,2,Medical,1,Female,2,Nurse,Single,6142,3,Y,No,11,80,0,10,2,5,1,4,3
1545288,23,No,Travel_Rarely,Maternity,9,1,Medical,1,Male,1,Nurse,Married,2500,1,Y,No,14,80,1,5,2,4,3,0,2
1121259,39,No,Travel_Rarely,Neurology,3,3,Human Resources,1,Female,2,Other,Married,6389,9,Y,No,15,80,1,12,3,8,3,3,6
1126307,56,No,Travel_Rarely,Maternity,9,3,Medical,1,Male,4,Nurse,Married,11103,7,Y,No,11,80,0,30,1,10,7,1,1
1400061,40,No,Travel_Rarely,Maternity,2,1,Medical,1,Female,1,Other,Single,2342,0,Y,Yes,20,80,0,5,2,4,2,2,3
1855799,27,No,Travel_Rarely,Maternity,7,3,Medical,1,Female,2,Nurse,Single,6811,8,Y,No,19,80,0,9,2,7,6,0,7
1639147,29,No,Travel_Rarely,Cardiology,10,3,Marketing,1,Male,1,Other,Divorced,2297,1,Y,No,14,80,2,2,2,2,2,2,2
1446990,53,No,Travel_Rarely,Maternity,6,3,Life Sciences,1,Male,2,Nurse,Single,2450,2,Y,No,17,80,0,19,4,2,2,2,2
1446447,35,No,Non-Travel,Maternity,2,4,Life Sciences,1,Female,2,Nurse,Divorced,5093,2,Y,No,11,80,1,16,2,1,0,0,0
1729159,32,No,Travel_Frequently,Maternity,24,4,Life Sciences,1,Male,2,Nurse,Married,5309,1,Y,No,15,80,2,10,2,10,8,4,7
1808474,38,No,Travel_Rarely,Maternity,2,5,Medical,1,Male,1,Other,Married,3057,6,Y,Yes,13,80,1,6,0,1,0,0,1
1254029,34,No,Travel_Rarely,Cardiology,8,5,Life Sciences,1,Female,2,Therapist,Divorced,5121,3,Y,No,14,80,1,7,3,0,0,0,0
1581250,52,No,Travel_Rarely,Cardiology,3,4,Marketing,1,Male,4,Administrative,Married,16856,1,Y,No,11,80,0,34,3,34,6,1,16
1269152,33,Yes,Travel_Rarely,Maternity,1,4,Other,1,Male,1,Other,Single,2686,1,Y,Yes,13,80,0,10,2,10,9,7,8
1615430,25,No,Travel_Rarely,Cardiology,26,1,Medical,1,Female,2,Nurse,Single,6180,1,Y,No,23,80,0,6,5,6,5,1,4
1186983,45,No,Travel_Rarely,Cardiology,2,2,Technical Degree,1,Male,2,Other,Single,6632,0,Y,No,13,80,0,9,3,8,7,3,1
1570791,23,No,Travel_Rarely,Maternity,10,1,Medical,1,Male,1,Other,Single,3505,1,Y,No,18,80,0,2,3,2,2,0,2
1052229,47,Yes,Travel_Frequently,Cardiology,27,2,Life Sciences,1,Female,2,Nurse,Single,6397,4,Y,Yes,12,80,0,8,2,5,4,1,3
1551168,34,No,Travel_Rarely,Cardiology,2,3,Other,1,Male,2,Nurse,Single,6274,1,Y,No,22,80,0,6,5,6,5,1,4
1699666,55,Yes,Travel_Rarely,Neurology,2,3,Medical,1,Male,5,Other,Married,19859,5,Y,Yes,13,80,1,24,2,5,2,1,4
1521095,36,No,Non-Travel,Cardiology,8,4,Life Sciences,1,Male,3,Nurse,Single,7587,1,Y,No,15,80,0,10,1,10,7,0,9
1224712,52,No,Non-Travel,Maternity,19,4,Medical,1,Male,1,Other,Married,4258,0,Y,No,18,80,1,5,3,4,3,1,2
1238998,26,No,Travel_Frequently,Maternity,1,2,Life Sciences,1,Female,1,Nurse,Divorced,4364,3,Y,No,14,80,1,5,2,2,2,2,0
1541532,29,No,Travel_Rarely,Maternity,27,3,Medical,1,Female,2,Nurse,Married,4335,4,Y,No,12,80,1,11,3,8,7,1,1
1152345,26,Yes,Travel_Rarely,Cardiology,8,3,Technical Degree,1,Male,2,Nurse,Single,5326,6,Y,No,17,80,0,6,2,4,3,1,2
1830116,34,No,Travel_Rarely,Maternity,1,4,Life Sciences,1,Female,1,Other,Single,3280,2,Y,No,16,80,0,10,2,4,2,1,3
1755563,54,No,Travel_Rarely,Maternity,19,4,Medical,1,Female,2,Therapist,Divorced,5485,9,Y,Yes,11,80,2,9,4,5,3,1,4
1660820,27,No,Travel_Frequently,Cardiology,8,1,Marketing,1,Male,2,Nurse,Married,4342,0,Y,No,19,80,1,5,3,4,2,1,1
1150067,37,No,Travel_Rarely,Maternity,10,1,Life Sciences,1,Female,1,Other,Divorced,2782,0,Y,Yes,13,80,2,6,3,5,3,4,3
1862559,38,No,Travel_Frequently,Neurology,2,4,Life Sciences,1,Female,2,Therapist,Single,5980,6,Y,Yes,12,80,0,17,2,15,7,4,12
1107380,34,No,Travel_Rarely,Maternity,2,4,Medical,1,Female,1,Other,Single,4381,1,Y,No,11,80,0,6,3,6,5,1,3
1734641,35,No,Travel_Rarely,Cardiology,8,4,Life Sciences,1,Female,1,Other,Married,2572,1,Y,No,16,80,1,3,1,3,2,0,2
1298935,30,No,Travel_Rarely,Maternity,1,3,Life Sciences,1,Male,1,Nurse,Married,3833,3,Y,No,21,80,2,7,2,2,2,0,2
1025177,40,No,Travel_Frequently,Maternity,2,2,Medical,1,Female,2,Nurse,Married,4244,1,Y,No,24,80,1,8,2,8,7,3,7
1546242,34,No,Travel_Rarely,Cardiology,8,2,Life Sciences,1,Female,2,Nurse,Married,6500,5,Y,No,17,80,1,6,1,3,2,1,2
1288565,42,No,Travel_Frequently,Neurology,8,3,Life Sciences,1,Male,5,Other,Divorced,18430,1,Y,No,13,80,1,24,4,24,7,14,9
1572087,23,Yes,Travel_Rarely,Maternity,6,3,Life Sciences,1,Male,1,Nurse,Married,1601,1,Y,Yes,21,80,2,1,2,0,0,0,0
1451315,24,No,Non-Travel,Maternity,9,3,Life Sciences,1,Male,1,Nurse,Divorced,2694,1,Y,No,11,80,3,1,4,1,0,0,0
1755899,52,No,Travel_Rarely,Maternity,11,4,Life Sciences,1,Female,2,Nurse,Married,3149,8,Y,No,20,80,1,9,3,5,2,1,4
1330421,50,No,Travel_Rarely,Maternity,2,3,Medical,1,Male,4,Administrative,Married,17639,5,Y,No,16,80,0,30,3,4,3,0,3
1187355,29,Yes,Travel_Rarely,Maternity,1,2,Life Sciences,1,Female,1,Nurse,Married,2319,1,Y,Yes,11,80,1,1,1,1,0,0,0
1297416,33,No,Travel_Rarely,Maternity,7,3,Medical,1,Male,3,Administrative,Married,11691,0,Y,No,11,80,0,14,3,13,9,3,7
1161558,33,Yes,Travel_Rarely,Cardiology,16,3,Marketing,1,Female,2,Nurse,Single,5324,5,Y,No,15,80,0,6,3,3,2,0,2
1069822,47,No,Travel_Rarely,Neurology,2,2,Other,1,Female,4,Other,Married,16752,1,Y,Yes,11,80,1,26,3,26,14,3,0
1418243,36,No,Travel_Rarely,Neurology,1,3,Other,1,Female,2,Therapist,Married,5228,0,Y,No,15,80,1,10,2,9,7,0,5
1312456,29,No,Travel_Rarely,Maternity,23,2,Life Sciences,1,Male,1,Other,Married,2700,1,Y,No,24,80,1,10,3,10,7,0,7
1294456,58,Yes,Travel_Rarely,Maternity,2,4,Life Sciences,1,Male,5,Administrative,Single,19246,7,Y,Yes,12,80,0,40,2,31,15,13,8
1637745,35,No,Travel_Rarely,Maternity,1,4,Life Sciences,1,Female,1,Other,Single,2506,3,Y,No,13,80,0,7,0,2,2,2,2
1307498,42,No,Travel_Rarely,Neurology,1,2,Life Sciences,1,Female,2,Therapist,Married,6062,9,Y,Yes,13,80,1,8,4,4,3,0,2
1759857,28,No,Travel_Rarely,Maternity,2,4,Medical,1,Male,1,Other,Single,4382,6,Y,No,17,80,0,5,3,2,2,2,1
1675215,36,No,Travel_Rarely,Neurology,13,3,Human Resources,1,Male,1,Other,Married,2143,4,Y,No,13,80,1,8,2,5,2,0,4
1845955,32,No,Travel_Rarely,Neurology,4,3,Life Sciences,1,Female,2,Therapist,Married,6162,1,Y,No,12,80,1,14,3,14,13,6,8
1178013,40,No,Travel_Frequently,Maternity,16,4,Medical,1,Male,2,Nurse,Single,5094,6,Y,No,14,80,0,10,6,1,0,0,0
1266910,30,No,Travel_Rarely,Neurology,2,3,Medical,1,Female,2,Therapist,Single,6877,5,Y,Yes,24,80,0,12,4,0,0,0,0
